ID,Year,Date,Time,Date and time,Civic number,Street of accident,Street direction,Corner street,Corner street direction,Intersections,Duplicate count,Geocoding address
853,2007,5/11/07,10:00,5/11/07 10:00,,ST PAUL,O,ST FRANCOIS XAVIER,,ST PAUL & ST FRANCOIS XAVIER,1,"ST PAUL & ST FRANCOIS XAVIER, Montreal, Canada"
854,2007,5/11/07,12:20,5/11/07 12:20,,DE CARIGNAN,,MARSEILLE,,MARSEILLE & DE CARIGNAN,1,"MARSEILLE & DE CARIGNAN, Montreal, Canada"
855,2007,5/11/07,15:15,5/11/07 15:15,,DES GALERIES D'ANJOU,,DE LA PLEIADE,,DES GALERIES D'ANJOU & DE LA PLEIADE,1,"DES GALERIES D'ANJOU & DE LA PLEIADE, Montreal, Canada"
856,2007,5/11/07,18:00,5/11/07 18:00,6783,ST LAURENT,,DANTE,,ST LAURENT & DANTE,3,"6783 ST LAURENT , Montreal, Canada"
857,2007,5/11/07,19:30,5/11/07 19:30,,CHARLEROI,,DRAPEAU,,DRAPEAU & CHARLEROI,1,"DRAPEAU & CHARLEROI, Montreal, Canada"
858,2007,5/12/07,2:20,5/12/07 2:20,,UNIVERSITY,,NOTRE DAME,,UNIVERSITY & NOTRE DAME,1,"UNIVERSITY & NOTRE DAME, Montreal, Canada"
859,2007,5/12/07,11:25,5/12/07 11:25,,DENONVILLE,,BEAULIEU,,DENONVILLE & BEAULIEU,1,"DENONVILLE & BEAULIEU, Montreal, Canada"
860,2007,5/12/07,16:31,5/12/07 16:31,2155,FLORIAN,,ONTARIO,,ONTARIO & FLORIAN,1,"2155 FLORIAN , Montreal, Canada"
861,2007,5/13/07,16:00,5/13/07 16:00,,NOTRE DAME,E,DICKSON,,NOTRE DAME & DICKSON,3,"NOTRE DAME & DICKSON, Montreal, Canada"
862,2007,5/13/07,19:35,5/13/07 19:35,3180,PETER CURRY,,ST MICHEL,,ST MICHEL & PETER CURRY,1,"3180 PETER CURRY , Montreal, Canada"
863,2007,5/13/07,19:59,5/13/07 19:59,,PARC LAFONTAINE,,CHERRIER,,PARC LAFONTAINE & CHERRIER,7,"PARC LAFONTAINE & CHERRIER, Montreal, Canada"
864,2007,5/14/07,8:00,5/14/07 8:00,4800,MOLSON,,ST JOSEPH,,ST JOSEPH & MOLSON,3,"4800 MOLSON , Montreal, Canada"
865,2007,5/15/07,22:45,5/15/07 22:45,,ATWATER,,SHERBROOKE,,SHERBROOKE & ATWATER,3,"SHERBROOKE & ATWATER, Montreal, Canada"
866,2007,5/16/07,19:08,5/16/07 19:08,,NOTRE DAME,O,ST HENRI,,ST HENRI & NOTRE DAME,2,"ST HENRI & NOTRE DAME, Montreal, Canada"
867,2007,5/17/07,8:00,5/17/07 8:00,,VALIQUETTE,,LASALLE,,VALIQUETTE & LASALLE,1,"VALIQUETTE & LASALLE, Montreal, Canada"
868,2007,5/18/07,15:35,5/18/07 15:35,,ST ZOTIQUE,,DE NORMANVILLE,,ST ZOTIQUE & DE NORMANVILLE,1,"ST ZOTIQUE & DE NORMANVILLE, Montreal, Canada"
869,2007,5/19/07,20:40,5/19/07 20:40,,CANORA,,BROOKFIELD,,CANORA & BROOKFIELD,1,"CANORA & BROOKFIELD, Montreal, Canada"
870,2007,5/20/07,10:15,5/20/07 10:15,,RACHEL,,PAPINEAU,,RACHEL & PAPINEAU,11,"RACHEL & PAPINEAU, Montreal, Canada"
871,2007,5/21/07,13:03,5/21/07 13:03,,HUTCHISON,,OGILVY,,OGILVY & HUTCHISON,1,"OGILVY & HUTCHISON, Montreal, Canada"
872,2007,5/21/07,13:55,5/21/07 13:55,90,CREPEAU,,QUINTIN,,QUINTIN & CREPEAU,1,"90 CREPEAU , Montreal, Canada"
873,2007,5/22/07,9:00,5/22/07 9:00,8866,ST LAURENT,,BEAUHARNOIS,,ST LAURENT & BEAUHARNOIS,1,"8866 ST LAURENT , Montreal, Canada"
874,2007,5/22/07,9:00,5/22/07 9:00,,RACHEL,,ANDRE LAURENDEAU,,RACHEL & ANDRE LAURENDEAU,1,"RACHEL & ANDRE LAURENDEAU, Montreal, Canada"
875,2007,5/22/07,12:40,5/22/07 12:40,,CREMAZIE,,VERVILLE,,VERVILLE & CREMAZIE,2,"VERVILLE & CREMAZIE, Montreal, Canada"
876,2007,5/22/07,17:11,5/22/07 17:11,1400,SAUVE,,,,,1,"1400 SAUVE , Montreal, Canada"
877,2007,5/22/07,18:10,5/22/07 18:10,5505,D'IBERVILLE,,MASSON,,MASSON & D'IBERVILLE,1,"5505 D'IBERVILLE , Montreal, Canada"
878,2007,5/22/07,23:00,5/22/07 23:00,,DULUTH,,LAVAL,,LAVAL & DULUTH,1,"LAVAL & DULUTH, Montreal, Canada"
879,2007,5/23/07,8:15,5/23/07 8:15,,BELANGER,,ST LAURENT,,ST LAURENT & BELANGER,2,"ST LAURENT & BELANGER, Montreal, Canada"
880,2007,5/23/07,10:24,5/23/07 10:24,,SHERBROOKE,O,ROSELYN,,SHERBROOKE & ROSELYN,1,"SHERBROOKE & ROSELYN, Montreal, Canada"
881,2007,5/23/07,13:07,5/23/07 13:07,,DECARIE,,BOUGAINVILLE,,DECARIE & BOUGAINVILLE,1,"DECARIE & BOUGAINVILLE, Montreal, Canada"
882,2007,5/23/07,14:00,5/23/07 14:00,,SHERBROOKE,,DUROCHER,,SHERBROOKE & DUROCHER,4,"SHERBROOKE & DUROCHER, Montreal, Canada"
883,2007,5/23/07,15:46,5/23/07 15:46,,BREBEUF,,GILFORD,,GILFORD & BREBEUF,5,"GILFORD & BREBEUF, Montreal, Canada"
884,2007,5/23/07,18:30,5/23/07 18:30,1968,13E AV,,,,,1,"1968 13E AV , Montreal, Canada"
885,2007,5/23/07,19:55,5/23/07 19:55,,DANDURAND,,CHARLEMAGNE,,DANDURAND & CHARLEMAGNE,1,"DANDURAND & CHARLEMAGNE, Montreal, Canada"
886,2007,5/23/07,22:15,5/23/07 22:15,,MONT ROYAL,,DU PARC,,MONT ROYAL & DU PARC,7,"MONT ROYAL & DU PARC, Montreal, Canada"
887,2007,5/24/07,7:47,5/24/07 7:47,,BROOKSIDE AV,,CELTIC DR,,CELTIC DR & BROOKSIDE AV,1,"CELTIC DR & BROOKSIDE AV, Montreal, Canada"
888,2007,5/24/07,8:00,5/24/07 8:00,,GOUIN,,6E AV,,GOUIN & 6E AV,2,"GOUIN & 6E AV, Montreal, Canada"
889,2007,5/24/07,13:00,5/24/07 13:00,1170,STE CATHERINE,,STANLEY,,STE CATHERINE & STANLEY,3,"1170 STE CATHERINE , Montreal, Canada"
890,2007,5/24/07,16:30,5/24/07 16:30,,DULUTH,,HOTEL DE VILLE,,HOTEL DE VILLE & DULUTH,1,"HOTEL DE VILLE & DULUTH, Montreal, Canada"
891,2007,5/24/07,16:32,5/24/07 16:32,,12E AV,,ST ANTOINE,,ST ANTOINE & 12E AV,1,"ST ANTOINE & 12E AV, Montreal, Canada"
892,2007,5/24/07,16:45,5/24/07 16:45,,GOUIN,,LAMBERT,,LAMBERT & GOUIN,1,"LAMBERT & GOUIN, Montreal, Canada"
893,2007,5/24/07,22:50,5/24/07 22:50,,DU PARC,,LAURIER,,LAURIER & DU PARC,4,"LAURIER & DU PARC, Montreal, Canada"
894,2007,5/25/07,8:00,5/25/07 8:00,11100,GOUIN,,,,,1,"11100 GOUIN , Montreal, Canada"
895,2007,5/25/07,8:19,5/25/07 8:19,,CAVENDISH,,KILDARE,,KILDARE & CAVENDISH,4,"KILDARE & CAVENDISH, Montreal, Canada"
896,2007,5/25/07,9:21,5/25/07 9:21,5006,ST DENIS,,ST JOSEPH,E,ST JOSEPH & ST DENIS,3,"5006 ST DENIS , Montreal, Canada"
897,2007,5/25/07,13:20,5/25/07 13:20,,STE CATHERINE,,DE LA MONTAGNE,,STE CATHERINE & DE LA MONTAGNE,1,"STE CATHERINE & DE LA MONTAGNE, Montreal, Canada"
898,2007,5/25/07,15:17,5/25/07 15:17,,JEAN TALON,,PROVENCHER,,PROVENCHER & JEAN TALON,2,"PROVENCHER & JEAN TALON, Montreal, Canada"
899,2007,5/26/07,9:20,5/26/07 9:20,,PIE IX,,DENIS PAPIN,,PIE IX & DENIS PAPIN,1,"PIE IX & DENIS PAPIN, Montreal, Canada"
900,2007,5/26/07,14:59,5/26/07 14:59,6650,DE LA LOIRE,,VERDELLES,,VERDELLES & DE LA LOIRE,1,"6650 DE LA LOIRE , Montreal, Canada"
901,2007,5/26/07,15:20,5/26/07 15:20,3799,WELLINGTON,,HICKSON,,WELLINGTON & HICKSON,2,"3799 WELLINGTON , Montreal, Canada"
902,2007,5/26/07,21:25,5/26/07 21:25,,ST MICHEL,,LAURIER,,ST MICHEL & LAURIER,2,"ST MICHEL & LAURIER, Montreal, Canada"
903,2007,5/27/07,15:26,5/27/07 15:26,,JEAN TALON,E,CANNES,,JEAN TALON & CANNES,1,"JEAN TALON & CANNES, Montreal, Canada"
904,2007,5/27/07,17:25,5/27/07 17:25,1400,ST JEAN BAPTISTE,,,,,1,"1400 ST JEAN BAPTISTE , Montreal, Canada"
905,2007,5/28/07,17:08,5/28/07 17:08,,RUSHBROOKE,,GILBERTE DUBE,,RUSHBROOKE & GILBERTE DUBE,1,"RUSHBROOKE & GILBERTE DUBE, Montreal, Canada"
906,2007,5/28/07,17:30,5/28/07 17:30,,GOUIN,,PLACE RENE GUENETTE,,PLACE RENE GUENETTE & GOUIN,1,"PLACE RENE GUENETTE & GOUIN, Montreal, Canada"
907,2007,5/28/07,22:00,5/28/07 22:00,,SHERBROOKE,,FULLUM,,SHERBROOKE & FULLUM,1,"SHERBROOKE & FULLUM, Montreal, Canada"
908,2007,5/29/07,8:10,5/29/07 8:10,9064,ST LAURENT,,,,,1,"9064 ST LAURENT , Montreal, Canada"
909,2007,5/29/07,9:00,5/29/07 9:00,4500,HOCHELAGA,,,,,1,"4500 HOCHELAGA , Montreal, Canada"
910,2007,5/29/07,13:40,5/29/07 13:40,,RACHEL,,MESSIER,,RACHEL & MESSIER,3,"RACHEL & MESSIER, Montreal, Canada"
911,2007,5/29/07,15:30,5/29/07 15:30,,ONTARIO,,POUPART,,POUPART & ONTARIO,1,"POUPART & ONTARIO, Montreal, Canada"
912,2007,5/29/07,16:53,5/29/07 16:53,,JEAN BOURDON,,TOUPIN,,TOUPIN & JEAN BOURDON,1,"TOUPIN & JEAN BOURDON, Montreal, Canada"
913,2007,5/29/07,17:05,5/29/07 17:05,,DU PARC,,DES PINS,,DU PARC & DES PINS,6,"DU PARC & DES PINS, Montreal, Canada"
914,2007,5/29/07,17:20,5/29/07 17:20,471,CLARKE,,THORHNHILL,,THORHNHILL & CLARKE,1,"471 CLARKE , Montreal, Canada"
915,2007,5/30/07,,5/30/07 0:00,,DE LA VERENDRYE,,WOODLAND,,WOODLAND & DE LA VERENDRYE,3,"WOODLAND & DE LA VERENDRYE, Montreal, Canada"
916,2007,5/30/07,12:26,5/30/07 12:26,1435,STUART,,,,,1,"1435 STUART , Montreal, Canada"
917,2007,5/30/07,15:20,5/30/07 15:20,,BLOOMFIELD,,BALL,,BLOOMFIELD & BALL,2,"BLOOMFIELD & BALL, Montreal, Canada"
918,2007,5/30/07,16:53,5/30/07 16:53,,ST LAURENT,,PORT ROYAL,,ST LAURENT & PORT ROYAL,1,"ST LAURENT & PORT ROYAL, Montreal, Canada"
919,2007,5/31/07,6:35,5/31/07 6:35,,STE CATHERINE,,MONTCALM,,STE CATHERINE & MONTCALM,1,"STE CATHERINE & MONTCALM, Montreal, Canada"
920,2007,5/31/07,7:55,5/31/07 7:55,5750,COTE DES NEIGES,,COTE STE CATHERINE,,COTE STE CATHERINE & COTE DES NEIGES,2,"5750 COTE DES NEIGES , Montreal, Canada"
921,2007,5/31/07,9:10,5/31/07 9:10,,ST DOMINIQUE,,GAUCHETIERE,E,ST DOMINIQUE & GAUCHETIERE,1,"ST DOMINIQUE & GAUCHETIERE, Montreal, Canada"
922,2007,5/31/07,18:55,5/31/07 18:55,6751,ST LAURENT,,DANTE,,ST LAURENT & DANTE,3,"6751 ST LAURENT , Montreal, Canada"
923,2007,5/31/07,23:30,5/31/07 23:30,,STE CATHERINE,,BISHOP,,STE CATHERINE & BISHOP,3,"STE CATHERINE & BISHOP, Montreal, Canada"
924,2007,6/1/07,7:52,6/1/07 7:52,,ST JOSEPH,,CARTIER,,ST JOSEPH & CARTIER,1,"ST JOSEPH & CARTIER, Montreal, Canada"
925,2007,6/1/07,17:20,6/1/07 17:20,,EDOUARD MONTPETIT,,GATINEAU,,GATINEAU & EDOUARD MONTPETIT,2,"GATINEAU & EDOUARD MONTPETIT, Montreal, Canada"
926,2007,6/1/07,18:45,6/1/07 18:45,,,,,,,,
927,2007,6/1/07,23:10,6/1/07 23:10,,MESSIER,,RACHEL,,RACHEL & MESSIER,3,"RACHEL & MESSIER, Montreal, Canada"
928,2007,6/2/07,2:50,6/2/07 2:50,,BEAUBIEN,,DROLET,,DROLET & BEAUBIEN,1,"DROLET & BEAUBIEN, Montreal, Canada"
929,2007,6/2/07,8:45,6/2/07 8:45,12210,PIERREFONDS,,,,,1,"12210 PIERREFONDS , Montreal, Canada"
930,2007,6/2/07,12:25,6/2/07 12:25,10,ROOSEVELT,,DUNKIRK,,ROOSEVELT & DUNKIRK,1,"10 ROOSEVELT , Montreal, Canada"
931,2007,6/2/07,14:00,6/2/07 14:00,,RENE LEVESQUE,,ILE DES SOEURS,,RENE LEVESQUE & ILE DES SOEURS,2,"RENE LEVESQUE & ILE DES SOEURS, Montreal, Canada"
932,2007,6/2/07,15:10,6/2/07 15:10,,ST JOSEPH,E,ST ANDRE,,ST JOSEPH & ST ANDRE,5,"ST JOSEPH & ST ANDRE, Montreal, Canada"
933,2007,6/3/07,15:32,6/3/07 15:32,10222,CHARTON,,FLEURY,,FLEURY & CHARTON,1,"10222 CHARTON , Montreal, Canada"
934,2007,6/3/07,18:37,6/3/07 18:37,,GOUIN,O,ST JEAN,,ST JEAN & GOUIN,2,"ST JEAN & GOUIN, Montreal, Canada"
935,2007,6/3/07,21:30,6/3/07 21:30,,RENE LEVESQUE,,AMHERST,,RENE LEVESQUE & AMHERST,4,"RENE LEVESQUE & AMHERST, Montreal, Canada"
936,2007,6/4/07,6:30,6/4/07 6:30,,TRICENTENAIRE,,DE MONTIGNY,,TRICENTENAIRE & DE MONTIGNY,2,"TRICENTENAIRE & DE MONTIGNY, Montreal, Canada"
937,2007,6/4/07,17:35,6/4/07 17:35,,ONTARIO,,VISITATION,,VISITATION & ONTARIO,1,"VISITATION & ONTARIO, Montreal, Canada"
938,2007,6/5/07,,6/5/07 0:00,2375,MARCEL LAURIN,,LAVAL,,MARCEL LAURIN & LAVAL,1,"2375 MARCEL LAURIN , Montreal, Canada"
939,2007,6/5/07,11:45,6/5/07 11:45,,PELLETIER,,INDUSTRIEL,,PELLETIER & INDUSTRIEL,2,"PELLETIER & INDUSTRIEL, Montreal, Canada"
940,2007,6/5/07,14:05,6/5/07 14:05,,COTE ST LUC,,OXFORD,,OXFORD & COTE ST LUC,1,"OXFORD & COTE ST LUC, Montreal, Canada"
941,2007,6/5/07,17:20,6/5/07 17:20,,BERRI,,ONTARIO,,ONTARIO & BERRI,24,"ONTARIO & BERRI, Montreal, Canada"
942,2007,6/5/07,17:25,6/5/07 17:25,,LACORDAIRE,,AMOS,,LACORDAIRE & AMOS,1,"LACORDAIRE & AMOS, Montreal, Canada"
943,2007,6/6/07,0:13,6/6/07 0:13,,VILLERAY,,ST DENIS,,VILLERAY & ST DENIS,3,"VILLERAY & ST DENIS, Montreal, Canada"
944,2007,6/6/07,12:30,6/6/07 12:30,,PANET,,LA FONTAINE,,PANET & LA FONTAINE,1,"PANET & LA FONTAINE, Montreal, Canada"
945,2007,6/6/07,13:15,6/6/07 13:15,,LAURIER,E,HOTEL DE VILLE,,LAURIER & HOTEL DE VILLE,4,"LAURIER & HOTEL DE VILLE, Montreal, Canada"
946,2007,6/6/07,16:00,6/6/07 16:00,9021,ST MICHEL,,LEGENDRE,,ST MICHEL & LEGENDRE,3,"9021 ST MICHEL , Montreal, Canada"
947,2007,6/6/07,17:43,6/6/07 17:43,,GONTHIER,,NOTRE DAME,,NOTRE DAME & GONTHIER,1,"NOTRE DAME & GONTHIER, Montreal, Canada"
948,2007,6/6/07,21:34,6/6/07 21:34,,BEAUBIEN,,PIE IX,,PIE IX & BEAUBIEN,2,"PIE IX & BEAUBIEN, Montreal, Canada"
949,2007,6/7/07,0:00,6/7/07 0:00,,BOYER,,BEAUBIEN,,BOYER & BEAUBIEN,2,"BOYER & BEAUBIEN, Montreal, Canada"
950,2007,6/7/07,9:30,6/7/07 9:30,,ST DOMINIQUE,,DE MAISONNEUVE,,ST DOMINIQUE & DE MAISONNEUVE,6,"ST DOMINIQUE & DE MAISONNEUVE, Montreal, Canada"
951,2007,6/7/07,11:48,6/7/07 11:48,628,COTE STE CATHERINE,,,,,1,"628 COTE STE CATHERINE , Montreal, Canada"
952,2007,6/7/07,12:10,6/7/07 12:10,,D'IBERVILLE,,HOCHELAGA,,HOCHELAGA & D'IBERVILLE,1,"HOCHELAGA & D'IBERVILLE, Montreal, Canada"
953,2007,6/7/07,14:15,6/7/07 14:15,,BERRI,,VIGER,,VIGER & BERRI,13,"VIGER & BERRI, Montreal, Canada"
954,2007,6/7/07,18:28,6/7/07 18:28,,,,,,,,
955,2007,6/7/07,18:28,6/7/07 18:28,,,,,,,,
956,2007,6/7/07,20:28,6/7/07 20:28,,VILLENEUVE,,HUTCHISON,,VILLENEUVE & HUTCHISON,1,"VILLENEUVE & HUTCHISON, Montreal, Canada"
957,2007,6/7/07,23:25,6/7/07 23:25,,RACHEL,,JEANNE D'ARC,,RACHEL & JEANNE D'ARC,6,"RACHEL & JEANNE D'ARC, Montreal, Canada"
958,2007,6/8/07,9:20,6/8/07 9:20,,ST DENIS,,DES PINS,,ST DENIS & DES PINS,3,"ST DENIS & DES PINS, Montreal, Canada"
959,2007,6/8/07,10:10,6/8/07 10:10,,L. O. DAVID,,DES ECORES,,L. O. DAVID & DES ECORES,1,"L. O. DAVID & DES ECORES, Montreal, Canada"
960,2007,6/8/07,10:15,6/8/07 10:15,,CLARK,,MONT ROYAL,,MONT ROYAL & CLARK,3,"MONT ROYAL & CLARK, Montreal, Canada"
961,2007,6/8/07,11:00,6/8/07 11:00,,RENE LEVESQUE,,STANSFIELD,,STANSFIELD & RENE LEVESQUE,1,"STANSFIELD & RENE LEVESQUE, Montreal, Canada"
962,2007,6/8/07,11:26,6/8/07 11:26,,PERRAS,,51E AV,,PERRAS & 51E AV,1,"PERRAS & 51E AV, Montreal, Canada"
963,2007,6/8/07,15:30,6/8/07 15:30,,COTE DES NEIGES,,SELKIRK,,SELKIRK & COTE DES NEIGES,2,"SELKIRK & COTE DES NEIGES, Montreal, Canada"
964,2007,6/8/07,15:40,6/8/07 15:40,,JEAN TALON,,ST DOMINIQUE,,ST DOMINIQUE & JEAN TALON,2,"ST DOMINIQUE & JEAN TALON, Montreal, Canada"
965,2007,6/8/07,18:20,6/8/07 18:20,,LETOURNEUX,,LA FONTAINE,,LETOURNEUX & LA FONTAINE,1,"LETOURNEUX & LA FONTAINE, Montreal, Canada"
966,2007,6/8/07,18:23,6/8/07 18:23,,RACHEL,,ST DOMINIQUE,,ST DOMINIQUE & RACHEL,4,"ST DOMINIQUE & RACHEL, Montreal, Canada"
967,2007,6/8/07,19:12,6/8/07 19:12,5655,MAURICE DUPLESSIS,,LACORDAIRE,,MAURICE DUPLESSIS & LACORDAIRE,2,"5655 MAURICE DUPLESSIS , Montreal, Canada"
968,2007,6/8/07,22:05,6/8/07 22:05,,MARIE ANNE,,ST ANDRE,,ST ANDRE & MARIE ANNE,1,"ST ANDRE & MARIE ANNE, Montreal, Canada"
969,2007,6/9/07,,6/9/07 0:00,,HENRI BOURASSA,,LAJEUNESSE,,LAJEUNESSE & HENRI BOURASSA,2,"LAJEUNESSE & HENRI BOURASSA, Montreal, Canada"
970,2007,6/9/07,2:10,6/9/07 2:10,,ONTARIO,,FRONTENAC,,ONTARIO & FRONTENAC,2,"ONTARIO & FRONTENAC, Montreal, Canada"
971,2007,6/9/07,2:22,6/9/07 2:22,,RACHEL,,DE LA ROCHE,,RACHEL & DE LA ROCHE,6,"RACHEL & DE LA ROCHE, Montreal, Canada"
972,2007,6/9/07,20:04,6/9/07 20:04,,RACHEL,,MIDWAY,,RACHEL & MIDWAY,3,"RACHEL & MIDWAY, Montreal, Canada"
973,2007,6/9/07,20:29,6/9/07 20:29,,RACHEL,,ST DENIS,,ST DENIS & RACHEL,9,"ST DENIS & RACHEL, Montreal, Canada"
974,2007,6/9/07,20:30,6/9/07 20:30,,ST ZOTIQUE,,21E AV,,ST ZOTIQUE & 21E AV,2,"ST ZOTIQUE & 21E AV, Montreal, Canada"
975,2007,6/10/07,17:48,6/10/07 17:48,6244,DE MARSEILLE,,PEPINIERE AV,,PEPINIERE AV & DE MARSEILLE,1,"6244 DE MARSEILLE , Montreal, Canada"
976,2007,6/11/07,8:00,6/11/07 8:00,,PIE IX,,DANDURAND,,PIE IX & DANDURAND,1,"PIE IX & DANDURAND, Montreal, Canada"
977,2007,6/11/07,14:05,6/11/07 14:05,,NOTRE DAME,,DE BOUCHERVILLE,,NOTRE DAME & DE BOUCHERVILLE,1,"NOTRE DAME & DE BOUCHERVILLE, Montreal, Canada"
978,2007,6/11/07,14:30,6/11/07 14:30,,CHATEAU PIERREFONDS,,GOUIN,,GOUIN & CHATEAU PIERREFONDS,1,"GOUIN & CHATEAU PIERREFONDS, Montreal, Canada"
979,2007,6/11/07,16:00,6/11/07 16:00,1891,HONORE BEAUGRAND,,ONTARIO,,ONTARIO & HONORE BEAUGRAND,1,"1891 HONORE BEAUGRAND , Montreal, Canada"
980,2007,6/11/07,16:10,6/11/07 16:10,,GILBERTE DUBE,,WELLINGTON,,WELLINGTON & GILBERTE DUBE,11,"WELLINGTON & GILBERTE DUBE, Montreal, Canada"
981,2007,6/11/07,17:05,6/11/07 17:05,,ST JACQUES,,HINGSTON,,ST JACQUES & HINGSTON,2,"ST JACQUES & HINGSTON, Montreal, Canada"
982,2007,6/11/07,18:15,6/11/07 18:15,7830,QUERBES,,BALL,,QUERBES & BALL,1,"7830 QUERBES , Montreal, Canada"
983,2007,6/11/07,18:50,6/11/07 18:50,,BERNIE,,CHOUINARD,,CHOUINARD & BERNIE,1,"CHOUINARD & BERNIE, Montreal, Canada"
984,2007,6/12/07,7:00,6/12/07 7:00,,FLEURY,,CHRISTOPHE COLOMB,,FLEURY & CHRISTOPHE COLOMB,4,"FLEURY & CHRISTOPHE COLOMB, Montreal, Canada"
985,2007,6/12/07,14:05,6/12/07 14:05,,JARRY,,CREUSOT,,JARRY & CREUSOT,1,"JARRY & CREUSOT, Montreal, Canada"
986,2007,6/12/07,17:00,6/12/07 17:00,680,MICHEL JASMIN,,COTE DE LIESSE,,MICHEL JASMIN & COTE DE LIESSE,1,"680 MICHEL JASMIN , Montreal, Canada"
987,2007,6/12/07,20:20,6/12/07 20:20,301,ST JACQUES,,ST PIERRE,,ST PIERRE & ST JACQUES,5,"301 ST JACQUES , Montreal, Canada"
988,2007,6/12/07,21:36,6/12/07 21:36,,ROSEMONT,,CHABOT,,ROSEMONT & CHABOT,1,"ROSEMONT & CHABOT, Montreal, Canada"
989,2007,6/12/07,22:10,6/12/07 22:10,,PAPINEAU,,PRIEUR,,PRIEUR & PAPINEAU,1,"PRIEUR & PAPINEAU, Montreal, Canada"
990,2007,6/12/07,23:50,6/12/07 23:50,,ATWATER,,ST ANTOINE,,ST ANTOINE & ATWATER,13,"ST ANTOINE & ATWATER, Montreal, Canada"
991,2007,6/13/07,5:50,6/13/07 5:50,1900,DICKSON,,NOTRE DAME,,NOTRE DAME & DICKSON,3,"1900 DICKSON , Montreal, Canada"
992,2007,6/13/07,9:41,6/13/07 9:41,4056,STE CATHERINE,O,,,,1,"4056 STE CATHERINE O, Montreal, Canada"
993,2007,6/13/07,13:00,6/13/07 13:00,,NOTRE DAME,,GUY,,NOTRE DAME & GUY,1,"NOTRE DAME & GUY, Montreal, Canada"
994,2007,6/13/07,16:15,6/13/07 16:15,,BOUCHERVILLE,,DE FONTENEAU,,DE FONTENEAU & BOUCHERVILLE,1,"DE FONTENEAU & BOUCHERVILLE, Montreal, Canada"
995,2007,6/13/07,18:20,6/13/07 18:20,,DECARIE,,BOURRET,,DECARIE & BOURRET,3,"DECARIE & BOURRET, Montreal, Canada"
996,2007,6/13/07,18:40,6/13/07 18:40,,UNIVERSITY,,CATHCART,,UNIVERSITY & CATHCART,3,"UNIVERSITY & CATHCART, Montreal, Canada"
997,2007,6/13/07,22:00,6/13/07 22:00,6140,HENRI BOURASSA,,DESY,,HENRI BOURASSA & DESY,2,"6140 HENRI BOURASSA , Montreal, Canada"
998,2007,6/14/07,7:28,6/14/07 7:28,,BEAUCLERK,,MARSEILLE,,MARSEILLE & BEAUCLERK,1,"MARSEILLE & BEAUCLERK, Montreal, Canada"
999,2007,6/14/07,16:26,6/14/07 16:26,,DES GALERIES D'ANJOU,,JEAN TALON,,JEAN TALON & DES GALERIES D'ANJOU,3,"JEAN TALON & DES GALERIES D'ANJOU, Montreal, Canada"
1000,2007,6/14/07,17:45,6/14/07 17:45,,SAUVE,,CHRISTOPHE COLOMB,,SAUVE & CHRISTOPHE COLOMB,4,"SAUVE & CHRISTOPHE COLOMB, Montreal, Canada"
1001,2007,6/14/07,19:05,6/14/07 19:05,,NOTRE DAME,,ST PIERRE,,ST PIERRE & NOTRE DAME,3,"ST PIERRE & NOTRE DAME, Montreal, Canada"
1002,2007,6/14/07,19:35,6/14/07 19:35,,JARRY,,QUERBES,,QUERBES & JARRY,1,"QUERBES & JARRY, Montreal, Canada"
1003,2007,6/15/07,8:00,6/15/07 8:00,6801,GOUIN,E,,,,1,"6801 GOUIN E, Montreal, Canada"
1004,2007,6/15/07,10:25,6/15/07 10:25,,HENRI BOURASSA,,GEORGES PICHET,,HENRI BOURASSA & GEORGES PICHET,1,"HENRI BOURASSA & GEORGES PICHET, Montreal, Canada"
1005,2007,6/15/07,12:30,6/15/07 12:30,5800,CAVENDISH,,KILDARE,,KILDARE & CAVENDISH,4,"5800 CAVENDISH , Montreal, Canada"
1006,2007,6/15/07,16:25,6/15/07 16:25,,OZIAS LEDUC,,PERRAS,,PERRAS & OZIAS LEDUC,2,"PERRAS & OZIAS LEDUC, Montreal, Canada"
1007,2007,6/15/07,20:07,6/15/07 20:07,1723,POIRIER,,GRENET,,POIRIER & GRENET,1,"1723 POIRIER , Montreal, Canada"
1008,2007,6/15/07,21:40,6/15/07 21:40,,CHRISTOPHE COLOMB,,RAYMOND PELLETIER,,RAYMOND PELLETIER & CHRISTOPHE COLOMB,3,"RAYMOND PELLETIER & CHRISTOPHE COLOMB, Montreal, Canada"
1009,2007,6/16/07,15:00,6/16/07 15:00,,FRENCH,,DE TECK,,FRENCH & DE TECK,1,"FRENCH & DE TECK, Montreal, Canada"
1010,2007,6/16/07,22:20,6/16/07 22:20,,QUEEN MARY,,FLEET,,QUEEN MARY & FLEET,1,"QUEEN MARY & FLEET, Montreal, Canada"
1011,2007,6/17/07,14:10,6/17/07 14:10,,MONT ROYAL,,CHRISTOPHE COLOMB,,MONT ROYAL & CHRISTOPHE COLOMB,4,"MONT ROYAL & CHRISTOPHE COLOMB, Montreal, Canada"
1012,2007,6/17/07,17:03,6/17/07 17:03,,ST LAURENT,,JARRY,,ST LAURENT & JARRY,2,"ST LAURENT & JARRY, Montreal, Canada"
